,date,ticker,open,high,low,close
151,2022-01-03T10:40:00.000Z,eurusd,1.13528,1.13544,1.1351,1.1352
152,2022-01-03T10:45:00.000Z,eurusd,1.13521,1.13583,1.13521,1.13578
153,2022-01-03T10:50:00.000Z,eurusd,1.13577,1.13585,1.13523,1.13547
154,2022-01-03T10:55:00.000Z,eurusd,1.13548,1.13594,1.13534,1.13554
155,2022-01-03T11:00:00.000Z,eurusd,1.13555,1.13572,1.13518,1.13549
156,2022-01-03T11:05:00.000Z,eurusd,1.13548,1.13559,1.13525,1.13529
157,2022-01-03T11:10:00.000Z,eurusd,1.13528,1.13583,1.13525,1.13578
158,2022-01-03T11:15:00.000Z,eurusd,1.13577,1.13644,1.13574,1.1364
159,2022-01-03T11:20:00.000Z,eurusd,1.13642,1.13664,1.13629,1.13631
160,2022-01-03T11:25:00.000Z,eurusd,1.1363,1.13632,1.13603,1.13609
161,2022-01-03T11:30:00.000Z,eurusd,1.1361,1.13613,1.13578,1.13605
162,2022-01-03T11:35:00.000Z,eurusd,1.13606,1.13619,1.13587,1.13594
163,2022-01-03T11:40:00.000Z,eurusd,1.13593,1.13624,1.13586,1.13586
164,2022-01-03T11:45:00.000Z,eurusd,1.13587,1.13588,1.13546,1.13555
165,2022-01-03T11:50:00.000Z,eurusd,1.13554,1.13564,1.13521,1.13555
166,2022-01-03T11:55:00.000Z,eurusd,1.13556,1.13561,1.13537,1.13557
167,2022-01-03T12:00:00.000Z,eurusd,1.13558,1.13562,1.13513,1.13516
168,2022-01-03T12:05:00.000Z,eurusd,1.13515,1.13532,1.13501,1.13508
169,2022-01-03T12:10:00.000Z,eurusd,1.13509,1.13562,1.13509,1.13555
170,2022-01-03T12:15:00.000Z,eurusd,1.13554,1.13564,1.13521,1.13527
171,2022-01-03T12:20:00.000Z,eurusd,1.13526,1.13529,1.13502,1.13528
172,2022-01-03T12:25:00.000Z,eurusd,1.13527,1.13541,1.13497,1.13538
173,2022-01-03T12:30:00.000Z,eurusd,1.13537,1.13537,1.13468,1.13508
174,2022-01-03T12:35:00.000Z,eurusd,1.13509,1.13519,1.13474,1.13498
175,2022-01-03T12:40:00.000Z,eurusd,1.13499,1.13537,1.13498,1.13511
176,2022-01-03T12:45:00.000Z,eurusd,1.1351,1.13511,1.13482,1.13486
177,2022-01-03T12:50:00.000Z,eurusd,1.13487,1.13544,1.13486,1.13527
178,2022-01-03T12:55:00.000Z,eurusd,1.13528,1.13596,1.13508,1.13589
179,2022-01-03T13:00:00.000Z,eurusd,1.1359,1.1359,1.13537,1.13547
180,2022-01-03T13:05:00.000Z,eurusd,1.13548,1.13558,1.13503,1.13518
181,2022-01-03T13:10:00.000Z,eurusd,1.13517,1.13558,1.135,1.13557
182,2022-01-03T13:15:00.000Z,eurusd,1.13556,1.13558,1.13511,1.13546
183,2022-01-03T13:20:00.000Z,eurusd,1.13547,1.13564,1.13528,1.13549
184,2022-01-03T13:25:00.000Z,eurusd,1.13549,1.13635,1.13542,1.13633
185,2022-01-03T13:30:00.000Z,eurusd,1.13632,1.13644,1.13523,1.13531
186,2022-01-03T13:35:00.000Z,eurusd,1.1353,1.13539,1.13482,1.13499
187,2022-01-03T13:40:00.000Z,eurusd,1.13498,1.13543,1.13474,1.13524
188,2022-01-03T13:45:00.000Z,eurusd,1.13525,1.13534,1.13489,1.13501
189,2022-01-03T13:50:00.000Z,eurusd,1.13502,1.13519,1.13464,1.13491
190,2022-01-03T13:55:00.000Z,eurusd,1.13493,1.13514,1.13461,1.13509
191,2022-01-03T14:00:00.000Z,eurusd,1.13508,1.1352,1.13478,1.13483
192,2022-01-03T14:05:00.000Z,eurusd,1.13484,1.13501,1.13457,1.13458
193,2022-01-03T14:10:00.000Z,eurusd,1.13457,1.13463,1.13378,1.13385
194,2022-01-03T14:15:00.000Z,eurusd,1.13386,1.13391,1.13343,1.13354
195,2022-01-03T14:20:00.000Z,eurusd,1.13353,1.13353,1.13271,1.13295
196,2022-01-03T14:25:00.000Z,eurusd,1.13294,1.13306,1.13251,1.13265
197,2022-01-03T14:30:00.000Z,eurusd,1.13266,1.13288,1.13234,1.13256
198,2022-01-03T14:35:00.000Z,eurusd,1.13257,1.13293,1.13239,1.1327
199,2022-01-03T14:40:00.000Z,eurusd,1.13269,1.13277,1.13232,1.13241
200,2022-01-03T14:45:00.000Z,eurusd,1.13238,1.13239,1.1317,1.13174
201,2022-01-03T14:50:00.000Z,eurusd,1.13177,1.13178,1.13084,1.1309
202,2022-01-03T14:55:00.000Z,eurusd,1.13091,1.13122,1.13003,1.13061
203,2022-01-03T15:00:00.000Z,eurusd,1.13062,1.13085,1.13043,1.1306
204,2022-01-03T15:05:00.000Z,eurusd,1.13059,1.13087,1.13049,1.13087
205,2022-01-03T15:10:00.000Z,eurusd,1.13086,1.13093,1.13023,1.13043
206,2022-01-03T15:15:00.000Z,eurusd,1.13044,1.13095,1.13032,1.1305
207,2022-01-03T15:20:00.000Z,eurusd,1.13049,1.13092,1.1303,1.13038
208,2022-01-03T15:25:00.000Z,eurusd,1.13039,1.13046,1.12921,1.12961
209,2022-01-03T15:30:00.000Z,eurusd,1.1296,1.12976,1.12929,1.12955
210,2022-01-03T15:35:00.000Z,eurusd,1.12956,1.12986,1.12939,1.12986
211,2022-01-03T15:40:00.000Z,eurusd,1.12985,1.12998,1.12955,1.12998
212,2022-01-03T15:45:00.000Z,eurusd,1.12997,1.13013,1.12953,1.12961
213,2022-01-03T15:50:00.000Z,eurusd,1.12962,1.12989,1.12922,1.12928
214,2022-01-03T15:55:00.000Z,eurusd,1.12929,1.12932,1.12905,1.12919
215,2022-01-03T16:00:00.000Z,eurusd,1.12918,1.12958,1.12918,1.12939
216,2022-01-03T16:05:00.000Z,eurusd,1.12937,1.1295,1.12908,1.12912
217,2022-01-03T16:10:00.000Z,eurusd,1.12911,1.12971,1.12909,1.12963
218,2022-01-03T16:15:00.000Z,eurusd,1.12964,1.12989,1.12937,1.12937
219,2022-01-03T16:20:00.000Z,eurusd,1.12938,1.12961,1.12912,1.1292
220,2022-01-03T16:25:00.000Z,eurusd,1.12921,1.12939,1.1289,1.12927
221,2022-01-03T16:30:00.000Z,eurusd,1.12926,1.1294,1.12901,1.1293
222,2022-01-03T16:35:00.000Z,eurusd,1.12929,1.12958,1.12922,1.12931
223,2022-01-03T16:40:00.000Z,eurusd,1.1293,1.12937,1.12864,1.1287
224,2022-01-03T16:45:00.000Z,eurusd,1.12871,1.12915,1.12867,1.12899
225,2022-01-03T16:50:00.000Z,eurusd,1.129,1.12907,1.1283,1.12854
226,2022-01-03T16:55:00.000Z,eurusd,1.12855,1.12897,1.12844,1.12888
227,2022-01-03T17:00:00.000Z,eurusd,1.12889,1.129,1.12866,1.12884
228,2022-01-03T17:05:00.000Z,eurusd,1.12885,1.12898,1.12868,1.12876
229,2022-01-03T17:10:00.000Z,eurusd,1.12875,1.12877,1.12828,1.12844
230,2022-01-03T17:15:00.000Z,eurusd,1.12843,1.12843,1.12798,1.12835
231,2022-01-03T17:20:00.000Z,eurusd,1.12834,1.12864,1.12834,1.1284
232,2022-01-03T17:25:00.000Z,eurusd,1.12839,1.1284,1.12809,1.12819
233,2022-01-03T17:30:00.000Z,eurusd,1.12818,1.12824,1.12799,1.12823
234,2022-01-03T17:35:00.000Z,eurusd,1.12822,1.12849,1.12819,1.12839
235,2022-01-03T17:40:00.000Z,eurusd,1.1284,1.12846,1.1283,1.12845
236,2022-01-03T17:45:00.000Z,eurusd,1.12846,1.12849,1.12822,1.12825
237,2022-01-03T17:50:00.000Z,eurusd,1.12824,1.12867,1.12822,1.12852
238,2022-01-03T17:55:00.000Z,eurusd,1.12853,1.12858,1.12839,1.12839
239,2022-01-03T18:00:00.000Z,eurusd,1.1284,1.1287,1.12834,1.12862
240,2022-01-03T18:05:00.000Z,eurusd,1.12861,1.12863,1.12849,1.1285
241,2022-01-03T18:10:00.000Z,eurusd,1.12851,1.12884,1.1285,1.1288
242,2022-01-03T18:15:00.000Z,eurusd,1.12879,1.12883,1.12877,1.12881
243,2022-01-03T18:20:00.000Z,eurusd,1.12882,1.12915,1.12864,1.12904
244,2022-01-03T18:25:00.000Z,eurusd,1.12905,1.1292,1.12904,1.1291
245,2022-01-03T18:30:00.000Z,eurusd,1.12909,1.12925,1.12908,1.12915
246,2022-01-03T18:35:00.000Z,eurusd,1.12914,1.12949,1.12914,1.12942
247,2022-01-03T18:40:00.000Z,eurusd,1.12941,1.12966,1.12938,1.12966
248,2022-01-03T18:45:00.000Z,eurusd,1.12966,1.1297,1.12945,1.12951
249,2022-01-03T18:50:00.000Z,eurusd,1.1295,1.12952,1.12945,1.12949
250,2022-01-03T18:55:00.000Z,eurusd,1.12948,1.12953,1.12939,1.1295
251,2022-01-03T19:00:00.000Z,eurusd,1.12949,1.12956,1.12939,1.12941
252,2022-01-03T19:05:00.000Z,eurusd,1.1294,1.12967,1.1294,1.12965
253,2022-01-03T19:10:00.000Z,eurusd,1.12966,1.12985,1.12959,1.12985
254,2022-01-03T19:15:00.000Z,eurusd,1.12984,1.12985,1.1297,1.12974
255,2022-01-03T19:20:00.000Z,eurusd,1.12973,1.1298,1.12961,1.1298
256,2022-01-03T19:25:00.000Z,eurusd,1.12979,1.12986,1.12979,1.12982
257,2022-01-03T19:30:00.000Z,eurusd,1.12983,1.12989,1.12975,1.12989
258,2022-01-03T19:35:00.000Z,eurusd,1.12988,1.12998,1.12976,1.12976
259,2022-01-03T19:40:00.000Z,eurusd,1.12975,1.12978,1.12952,1.12959
260,2022-01-03T19:45:00.000Z,eurusd,1.12958,1.12989,1.12951,1.12974
261,2022-01-03T19:50:00.000Z,eurusd,1.12973,1.1299,1.12971,1.1299
262,2022-01-03T19:55:00.000Z,eurusd,1.12989,1.12995,1.12969,1.12975
263,2022-01-03T20:00:00.000Z,eurusd,1.12974,1.12994,1.12972,1.12985
264,2022-01-03T20:05:00.000Z,eurusd,1.12984,1.12984,1.12971,1.12974
265,2022-01-03T20:10:00.000Z,eurusd,1.12973,1.12974,1.12962,1.12965
266,2022-01-03T20:15:00.000Z,eurusd,1.12964,1.12984,1.12964,1.12984
267,2022-01-03T20:20:00.000Z,eurusd,1.12985,1.12993,1.12962,1.12963
268,2022-01-03T20:25:00.000Z,eurusd,1.12964,1.12981,1.12962,1.12968
269,2022-01-03T20:30:00.000Z,eurusd,1.12969,1.12998,1.12967,1.1299
270,2022-01-03T20:35:00.000Z,eurusd,1.12989,1.13004,1.12985,1.12989
271,2022-01-03T20:40:00.000Z,eurusd,1.12988,1.1299,1.12961,1.12968
272,2022-01-03T20:45:00.000Z,eurusd,1.12967,1.12972,1.12958,1.1297
273,2022-01-03T20:50:00.000Z,eurusd,1.12969,1.12978,1.12955,1.12958
274,2022-01-03T20:55:00.000Z,eurusd,1.12957,1.12966,1.1294,1.12966
275,2022-01-03T21:00:00.000Z,eurusd,1.12967,1.12967,1.12947,1.12961
276,2022-01-03T21:05:00.000Z,eurusd,1.1296,1.12974,1.1296,1.1297
277,2022-01-03T21:10:00.000Z,eurusd,1.12969,1.1297,1.12965,1.12966
278,2022-01-03T21:15:00.000Z,eurusd,1.12965,1.12971,1.12963,1.12963
279,2022-01-03T21:20:00.000Z,eurusd,1.12964,1.12964,1.12963,1.12963
280,2022-01-03T21:25:00.000Z,eurusd,1.12962,1.12975,1.12962,1.12973
281,2022-01-03T21:30:00.000Z,eurusd,1.12974,1.12979,1.12973,1.12978
282,2022-01-03T21:35:00.000Z,eurusd,1.12979,1.12994,1.12978,1.12993
283,2022-01-03T21:40:00.000Z,eurusd,1.12992,1.12992,1.12979,1.12982
284,2022-01-03T21:45:00.000Z,eurusd,1.12983,1.12993,1.12983,1.12986
285,2022-01-03T21:50:00.000Z,eurusd,1.12987,1.12987,1.1297,1.1298
286,2022-01-03T21:55:00.000Z,eurusd,1.12979,1.12979,1.12966,1.12968
287,2022-01-03T22:05:00.000Z,eurusd,1.12958,1.1296,1.12953,1.12956
288,2022-01-03T22:10:00.000Z,eurusd,1.12955,1.12959,1.12951,1.12957
289,2022-01-03T22:15:00.000Z,eurusd,1.12961,1.12985,1.1295,1.12955
290,2022-01-03T22:20:00.000Z,eurusd,1.12954,1.12954,1.12945,1.12949
291,2022-01-03T22:25:00.000Z,eurusd,1.1295,1.12956,1.12948,1.12952
292,2022-01-03T22:30:00.000Z,eurusd,1.12954,1.12968,1.1295,1.12968
293,2022-01-03T22:35:00.000Z,eurusd,1.12967,1.12968,1.12951,1.12957
294,2022-01-03T22:40:00.000Z,eurusd,1.12958,1.12962,1.12955,1.1296
295,2022-01-03T22:45:00.000Z,eurusd,1.12959,1.1297,1.12956,1.1297
296,2022-01-03T22:50:00.000Z,eurusd,1.12966,1.12971,1.12956,1.12959
297,2022-01-03T22:55:00.000Z,eurusd,1.1296,1.12961,1.12954,1.12959
298,2022-01-03T23:00:00.000Z,eurusd,1.12958,1.12974,1.12958,1.12965
299,2022-01-03T23:05:00.000Z,eurusd,1.12966,1.1297,1.12963,1.12966
300,2022-01-03T23:10:00.000Z,eurusd,1.12965,1.12978,1.12964,1.12978
301,2022-01-03T23:15:00.000Z,eurusd,1.12979,1.12989,1.12979,1.12986
302,2022-01-03T23:20:00.000Z,eurusd,1.12987,1.12995,1.12986,1.12988
303,2022-01-03T23:25:00.000Z,eurusd,1.12989,1.12998,1.12988,1.12996
304,2022-01-03T23:30:00.000Z,eurusd,1.12997,1.13001,1.12996,1.13001
305,2022-01-03T23:35:00.000Z,eurusd,1.13002,1.13025,1.12957,1.12975
306,2022-01-03T23:40:00.000Z,eurusd,1.12976,1.12994,1.12976,1.12994
307,2022-01-03T23:45:00.000Z,eurusd,1.12995,1.12998,1.12991,1.12991
308,2022-01-03T23:50:00.000Z,eurusd,1.12992,1.12996,1.12983,1.12989
309,2022-01-03T23:55:00.000Z,eurusd,1.1299,1.1302,1.1299,1.1302
310,2022-01-04T00:00:00.000Z,eurusd,1.13021,1.13065,1.13015,1.13052
311,2022-01-04T00:05:00.000Z,eurusd,1.13053,1.13063,1.13027,1.13058
312,2022-01-04T00:10:00.000Z,eurusd,1.13059,1.13065,1.13056,1.13065
313,2022-01-04T00:15:00.000Z,eurusd,1.13064,1.13069,1.13051,1.13069
314,2022-01-04T00:20:00.000Z,eurusd,1.13068,1.13069,1.13059,1.1306
315,2022-01-04T00:25:00.000Z,eurusd,1.13061,1.13064,1.1304,1.13043
316,2022-01-04T00:30:00.000Z,eurusd,1.13044,1.13049,1.1304,1.13046
